Division;MatchDate;MatchTime;HomeTeam;AwayTeam;HomeElo;AwayElo;Form3Home;Form5Home;Form3Away;Form5Away;FTHome;FTAway;FTResult;HTHome;HTAway;HTResult;HomeShots;AwayShots;HomeTarget;AwayTarget;HomeFouls;AwayFouls;HomeCorners;AwayCorners;HomeYellow;AwayYellow;HomeRed;AwayRed;OddHome;OddDraw;OddAway;MaxHome;MaxDraw;MaxAway;Over25;Under25;MaxOver25;MaxUnder25;HandiSize;HandiHome;HandiAway;C_LTH;C_LTA;C_VHD;C_VAD;C_HTB;C_PHB
SP1;01.10.2000;;Alaves;Osasuna;1775.93;1621.34;4;7;4;7;2;0;H;0;0;D;;;;;;;;;;;;;1.65;3.2;4.8;;;;;;;;;;;;;;;;
SP1;01.10.2000;;Ath Bilbao;Mallorca;1775.56;1775.28;3;5;1;2;2;1;H;1;1;D;;;;;;;;;;;;;1.7;3.4;4.1;;;;;;;;;;;;;;;;
SP1;01.10.2000;;La Coruna;Barcelona;1865.34;1852.77;7;12;6;10;2;0;H;0;0;D;;;;;;;;;;;;;2.3;3.3;2.65;;;;;;;;;;;;;;;;
SP1;01.10.2000;;Malaga;Numancia;1744.46;1680.28;4;7;3;5;1;3;A;1;2;A;;;;;;;;;;;;;1.66;3.35;4.1;;;;;;;;;;;;;;;;
SP1;01.10.2000;;Oviedo;Zaragoza;1702.12;1819.65;1;2;2;3;2;1;H;2;0;H;;;;;;;;;;;;;2.15;3.15;2.8;;;;;;;;;;;;;;;;
SP1;01.10.2000;;Vallecano;Celta;1731.69;1830.2;5;8;9;15;3;0;H;1;0;H;;;;;;;;;;;;;2.25;3.2;2.6;;;;;;;;;;;;;;;;
SP1;01.10.2000;;Valencia;Las Palmas;1920.2;1643.73;6;10;2;3;5;1;H;2;0;H;;;;;;;;;;;;;1.25;4.3;9;;;;;;;;;;;;;;;;
SP1;01.10.2000;;Valladolid;Villarreal;1770.99;1653.56;5;8;6;10;0;0;D;0;0;D;;;;;;;;;;;;;1.66;3.3;4.4;;;;;;;;;;;;;;;;
SP2;01.10.2000;;Albacete;Salamanca;1558.09;1601.65;1;5;4;5;1;0;H;0;0;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP2;01.10.2000;;Betis;Ath Madrid;1693.28;1674.24;4;6;3;4;1;1;D;1;0;H;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP2;01.10.2000;;Compostela;Cordoba;1570.31;1536.19;3;5;4;6;0;1;A;0;0;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP2;01.10.2000;;Getafe;Eibar;1486.84;1578.99;3;5;4;6;0;0;D;0;0;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP2;01.10.2000;;Jaen;U.Las Palmas;1491.87;1458.54;6;11;1;3;1;0;H;0;0;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP2;01.10.2000;;Levante;Extremadura;1574.17;1594.25;5;10;4;6;1;0;H;0;0;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP2;01.10.2000;;Sp Gijon;Murcia;1588.07;1475.4;4;6;4;5;2;2;D;0;2;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P1;01.10.2000;;Alverca;Gil Vicente;1378.86;1425.24;2;3;1;2;2;0;H;1;0;H;;;;;;;;;;;;;1.85;3.25;3.5;;;;;;;;;;;;;;;;
P1;01.10.2000;;Campomaiorense;Leiria;1363.9;1422.75;2;3;2;5;1;1;D;1;1;D;;;;;;;;;;;;;2;3;3.35;;;;;;;;;;;;;;;;
P1;01.10.2000;;Maritimo;Beira Mar;1478.35;1335.05;3;7;2;2;2;1;H;1;0;H;;;;;;;;;;;;;1.4;3.5;6.5;;;;;;;;;;;;;;;;
P1;01.10.2000;;Pacos Ferreira;Est Amadora;1349.87;1423.34;6;9;1;1;4;1;H;2;0;H;;;;;;;;;;;;;1.66;3.3;4.4;;;;;;;;;;;;;;;;
P1;01.10.2000;;Sp Lisbon;Salgueiros;1641.23;1403.8;4;10;6;12;2;0;H;0;0;D;;;;;;;;;;;;;1.33;3.8;8;;;;;;;;;;;;;;;;
T1;01.10.2000;;Adanaspor;Rizespor;1404.51;1349.16;2;3;2;5;1;0;H;1;0;H;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T1;01.10.2000;;Antalyaspor;Fenerbahce;1407.63;1575.95;7;8;6;9;0;1;A;0;0;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T1;01.10.2000;;Besiktas;Gaziantepspor;1684.47;1513.19;7;13;4;10;2;4;A;0;1;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T1;01.10.2000;;Siirt Jet-PA;Trabzonspor;1307.46;1509.58;1;2;6;10;1;4;A;1;2;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T1;01.10.2000;;Yozgatspor;Ankaragucu;1347.57;;4;8;1;7;0;1;A;0;0;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B1;01.10.2000;;Gent;Antwerp;1503.86;1303.28;4;10;3;3;4;2;H;2;2;D;;;;;;;;;;;;;1.35;4;6;;;;;;;;;;;;;;;;
B1;01.10.2000;;Club Brugge;Mechelen;1652.25;1328.81;9;15;1;1;5;2;H;2;1;H;;;;;;;;;;;;;1.13;6;12;;;;;;;;;;;;;;;;
B1;01.10.2000;;Genk;Anderlecht;1500.46;1667.89;3;7;9;15;1;1;D;1;1;D;;;;;;;;;;;;;3.3;3.5;1.85;;;;;;;;;;;;;;;;
N1;01.10.2000;;Graafschap;Feyenoord;1420.26;1673.48;3;3;9;15;2;3;A;2;1;H;;;;;;;;;;;;;3.8;3.3;1.75;;;;;;;;;;;;;;;;
